Kullanım Durumu,Tipi,Binanın Yaşı,Binanın Kat Sayısı,Net Metrekare,Brüt Metrekare,Bulunduğu Kat,Site İçerisinde,Isıtma Tipi,Banyo Sayısı,Oda Sayısı,Balkon Durumu,Aidat,Fiyat,Ilce,Mahalle
Boş,Daire,2,30,200,220,17.Kat,Evet,Merkezi (Pay Ölçer),3,4.5+1,Var,450.0,55000.0,Keçiören,Ovacık Mahallesi
Boş,Daire,21 Ve Üzeri,3,150,160,2.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,2000.0,45000.0,Çankaya,Maltepe Mahallesi
Boş,Daire,0 (Yeni),2,50,60,1.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,500.0,25000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,21 Ve Üzeri,3,120,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23000.0,Keçiören,Tepebaşı Mahallesi
Boş,Daire,5-10,5,95,100,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,49000.0,Çankaya,Yukarı Bahçelievler Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,3.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,1900.0,29000.0,Çankaya,Yukarı Bahçelievler Mahallesi
Boş,Daire,2,3,120,125,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,17000.0,Mamak,Ekin Mahallesi
Boş,Daire,16-20,3,100,110,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,17000.0,Keçiören,Köşk Mahallesi
Boş,Daire,0 (Yeni),4,30,35,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,Stüdyo,Yok,850.0,26500.0,Çankaya,Yukarı Bahçelievler Mahallesi
Boş,Daire,21 Ve Üzeri,4,90,100,Bahçe Katı,Hayır,Kombi Doğalgaz,1,3+1,Yok,300.0,26000.0,Çankaya,Emek Mahallesi
Boş,Daire,11-15,4,128,135,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,30000.0,Sincan,Fevzi Çakmak Mahallesi
Boş,Daire,16-20,4,160,175,1.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,200.0,20500.0,Keçiören,Bağlarbaşı Mahallesi
Boş,Daire,21 Ve Üzeri,17,45,60,13.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,1250.0,30500.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Daire,11-15,4,80,90,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,17000.0,Yenimahalle,Burç Mahallesi
Boş,Daire,21 Ve Üzeri,4,121,141,2.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,650.0,35000.0,Yenimahalle,Batı Sitesi Mahallesi
Boş,Daire,0 (Yeni),13,75,90,5.Kat,Evet,Kombi Doğalgaz,1,2+1,Var,1500.0,26000.0,Pursaklar,Saray Osmangazi Mahallesi
Boş,Daire,21 Ve Üzeri,3,115,120,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,15500.0,Keçiören,İncirli Mahallesi
Boş,Daire,21 Ve Üzeri,2,100,110,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,30000.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,21 Ve Üzeri,4,90,100,Yüksek Giriş,Hayır,Kombi Doğalgaz,2,2+1,Var,500.0,25000.0,Yenimahalle,Tepealtı Mahallesi
Boş,Daire,0 (Yeni),5,40,45,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,1+1,Var,225.0,11000.0,Çubuk,Esenboğa Merkez Mahallesi
Boş,Daire,11-15,3,70,75,Kot 2 (-2).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,150.0,16000.0,Mamak,Hürel Mahallesi
Boş,Daire,0 (Yeni),5,60,65,Bahçe Katı,Hayır,Yerden Isıtma,1,1+1,Var,150.0,32500.0,Mamak,Demirlibahçe Mahallesi
Boş,Daire,11-15,6,120,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,24000.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,21 Ve Üzeri,3,140,150,3.Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,2000.0,70000.0,Çankaya,Kazım Özalp Mahallesi
Boş,Daire,11-15,5,105,110,3.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,800.0,20500.0,Etimesgut,Ayyıldız Mahallesi
Boş,Daire,11-15,4,155,165,3.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,275.0,24000.0,Kahramankazan,Atatürk Mahallesi
Boş,Daire,11-15,4,115,125,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,25000.0,Yenimahalle,Barıştepe Mahallesi
Boş,Daire,1,4,88,110,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,55000.0,Çankaya,Bahçelievler Mahallesi
Boş,Daire,1,3,65,80,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,47000.0,Çankaya,Yukarı Bahçelievler Mahallesi
Boş,Daire,0 (Yeni),9,158,175,6.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,275.0,29000.0,Kahramankazan,Atatürk Mahallesi
Boş,Daire,0 (Yeni),4,50,55,4.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,750.0,42500.0,Çankaya,Ön Cebeci Mahallesi
Boş,Daire,0 (Yeni),4,50,55,4.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,850.0,42500.0,Çankaya,Ön Cebeci Mahallesi
Boş,Daire,21 Ve Üzeri,3,150,165,3.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,850.0,36000.0,Çankaya,Aziziye Mahallesi
Kiracı Oturuyor,Daire,11-15,4,85,90,1.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,750.0,45000.0,Çankaya,Mebusevleri Mahallesi
Boş,Daire,16-20,3,100,110,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,30000.0,Keçiören,Aşağı Eğlence Mahallesi
Kiracı Oturuyor,Daire,5-10,4,130,135,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,12000.0,Sincan,Alcı Mahallesi
Boş,Daire,2,4,40,45,Bahçe Katı,Hayır,Merkezi Doğalgaz,1,1+1,Var,850.0,27000.0,Çankaya,Yaşamkent Mahallesi
Boş,Daire,5-10,10,130,150,7.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,45000.0,Mamak,Ege Mahallesi
Boş,Daire,11-15,11,150,175,4.Kat,Hayır,Merkezi (Pay Ölçer),2,4+1,Var,500.0,50000.0,Yenimahalle,Demetevler Mahallesi
Boş,Daire,0 (Yeni),3,78,90,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,35000.0,Gölbaşı,Karşıyaka Mahallesi
Boş,Daire,5-10,3,100,120,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,150.0,17500.0,Mamak,Yeşilbayır Mahallesi
Boş,Daire,21 Ve Üzeri,4,90,110,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,300.0,25000.0,Çankaya,Fidanlık Mahallesi
Boş,Daire,5-10,4,130,140,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,26000.0,Mamak,Durali Alıç Mahallesi
Kiracı Oturuyor,Daire,1,3,65,80,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,47000.0,Çankaya,Bahçelievler Mahallesi
Boş,Daire,11-15,3,100,110,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,27000.0,Yenimahalle,Burç Mahallesi
Boş,Daire,5-10,30,87,110,6.Kat,Evet,Yerden Isıtma,1,2+1,Var,2950.0,52000.0,Çankaya,İlkbahar Mahallesi
Boş,Daire,21 Ve Üzeri,5,100,110,4.Kat,Evet,Merkezi Doğalgaz,1,2+1,Var,2950.0,35000.0,Çankaya,Oğuzlar Mahallesi
Boş,Daire,11-15,3,90,100,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,34000.0,Etimesgut,Süvari Mahallesi
Boş,Daire,16-20,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,27000.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,0 (Yeni),3,140,150,3.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,200.0,37000.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,16-20,3,110,120,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,17500.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,5-10,4,130,140,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,26500.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,16-20,3,90,100,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,16500.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,5-10,3,90,100,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,15000.0,Keçiören,Atapark Mahallesi
Boş,Daire,21 Ve Üzeri,3,120,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23000.0,Keçiören,Tepebaşı Mahallesi
Boş,Daire,5-10,5,95,100,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,49000.0,Çankaya,Yukarı Bahçelievler Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,3.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,1900.0,29000.0,Çankaya,Yukarı Bahçelievler Mahallesi
Boş,Daire,2,3,120,125,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,17000.0,Mamak,Ekin Mahallesi
Boş,Daire,16-20,3,100,110,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,17000.0,Keçiören,Köşk Mahallesi
Boş,Daire,0 (Yeni),4,30,35,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,Stüdyo,Yok,850.0,26500.0,Çankaya,Yukarı Bahçelievler Mahallesi
Boş,Daire,21 Ve Üzeri,4,90,100,Bahçe Katı,Hayır,Kombi Doğalgaz,1,3+1,Yok,300.0,26000.0,Çankaya,Emek Mahallesi
Boş,Daire,11-15,4,128,135,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,30000.0,Sincan,Fevzi Çakmak Mahallesi
Boş,Daire,16-20,4,160,175,1.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,200.0,20500.0,Keçiören,Bağlarbaşı Mahallesi
Boş,Daire,21 Ve Üzeri,17,45,60,13.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,1250.0,30500.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Daire,11-15,4,80,90,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,17000.0,Yenimahalle,Burç Mahallesi
Boş,Daire,21 Ve Üzeri,4,121,141,2.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,650.0,35000.0,Yenimahalle,Batı Sitesi Mahallesi
Boş,Daire,0 (Yeni),13,75,90,5.Kat,Evet,Kombi Doğalgaz,1,2+1,Var,1500.0,26000.0,Pursaklar,Saray Osmangazi Mahallesi
Boş,Daire,21 Ve Üzeri,3,115,120,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,15500.0,Keçiören,İncirli Mahallesi
Boş,Daire,21 Ve Üzeri,2,100,110,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,30000.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,21 Ve Üzeri,4,90,100,Yüksek Giriş,Hayır,Kombi Doğalgaz,2,2+1,Var,500.0,25000.0,Yenimahalle,Tepealtı Mahallesi
Boş,Daire,0 (Yeni),5,40,45,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,1+1,Var,225.0,11000.0,Çubuk,Esenboğa Merkez Mahallesi
Boş,Daire,11-15,3,70,75,Kot 2 (-2).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,150.0,16000.0,Mamak,Hürel Mahallesi
Boş,Daire,0 (Yeni),5,60,65,Bahçe Katı,Hayır,Yerden Isıtma,1,1+1,Var,150.0,32500.0,Mamak,Demirlibahçe Mahallesi
Boş,Daire,11-15,6,120,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,24000.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,21 Ve Üzeri,3,140,150,3.Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,2000.0,70000.0,Çankaya,Kazım Özalp Mahallesi
Boş,Daire,11-15,5,105,110,3.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,800.0,20500.0,Etimesgut,Ayyıldız Mahallesi
Boş,Daire,11-15,4,155,165,3.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,275.0,24000.0,Kahramankazan,Atatürk Mahallesi
Boş,Daire,11-15,4,115,125,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,25000.0,Yenimahalle,Barıştepe Mahallesi
Boş,Daire,1,4,88,110,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,55000.0,Çankaya,Bahçelievler Mahallesi
Boş,Daire,1,3,65,80,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,47000.0,Çankaya,Yukarı Bahçelievler Mahallesi
Boş,Daire,0 (Yeni),9,158,175,6.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,275.0,29000.0,Kahramankazan,Atatürk Mahallesi
Boş,Daire,0 (Yeni),4,50,55,4.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,750.0,42500.0,Çankaya,Ön Cebeci Mahallesi
Boş,Daire,0 (Yeni),4,50,55,4.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,850.0,42500.0,Çankaya,Ön Cebeci Mahallesi
Boş,Daire,21 Ve Üzeri,3,150,165,3.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,850.0,36000.0,Çankaya,Aziziye Mahallesi
Boş,Daire,21 Ve Üzeri,7,120,130,Kot 4 (-4).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,37500.0,Yenimahalle,Kentkoop Mahallesi
Boş,Daire,16-20,3,110,120,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22000.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,5,90,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,37000.0,Çankaya,İşçi Blokları Mahallesi
Boş,Daire,21 Ve Üzeri,5,94,100,1.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,30000.0,Çankaya,İşçi Blokları Mahallesi
Kiracı Oturuyor,Daire,21 Ve Üzeri,13,185,205,12.Kat,Hayır,Merkezi (Pay Ölçer),3,4+1,Var,4800.0,118000.0,Çankaya,Beytepe Mahallesi
Boş,Daire,11-15,3,135,150,Yüksek Giriş,Hayır,Kombi Doğalgaz,2,3+1,Var,500.0,32000.0,Keçiören,Atapark Mahallesi
Boş,Daire,11-15,3,120,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Keçiören,Yayla Mahallesi
Boş,Daire,0 (Yeni),15,60,65,13.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,500.0,24500.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Daire,2,3,130,145,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,25500.0,Sincan,29 Ekim Mahallesi
Boş,Daire,11-15,3,135,140,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23500.0,Sincan,Mareşal Çakmak Mahallesi
Boş,Daire,21 Ve Üzeri,14,112,117,Yüksek Giriş,Hayır,Merkezi Doğalgaz,1,3+1,Var,3034.0,25500.0,Etimesgut,Tunahan Mahallesi
Boş,Villa,11-15,4,280,320,2.Kat,Hayır,Kombi Doğalgaz,4,4+1,Var,500.0,38000.0,Yenimahalle,Kuzey Yıldızı Mahallesi
Boş,Villa,11-15,4,280,320,2.Kat,Hayır,Kombi Doğalgaz,4,6+2,Var,500.0,38000.0,Yenimahalle,Kuzey Yıldızı Mahallesi
Boş,Daire,5-10,3,125,140,1.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,26000.0,Altındağ,Doğantepe Mahallesi
Boş,Daire,0 (Yeni),3,85,95,Yüksek Giriş,Evet,Merkezi (Pay Ölçer),1,2+1,Var,1009.0,10500.0,Beypazarı,Ayvaşık Mahallesi
Boş,Daire,5-10,3,100,105,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,250.0,35000.0,Keçiören,Esertepe Mahallesi
Boş,Daire,16-20,4,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18500.0,Sincan,Mareşal Çakmak Mahallesi
Boş,Daire,5-10,3,120,130,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,27000.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,5-10,30,35,47,30.Kat,Evet,Yerden Isıtma,1,1+1,Var,2950.0,33000.0,Çankaya,Konutkent Mahallesi
Boş,Daire,2,15,50,53,9.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,850.0,35000.0,Çankaya,Yaşamkent Mahallesi
Boş,Daire,21 Ve Üzeri,8,105,115,8.Kat,Hayır,Merkezi Doğalgaz,2,3+1,Var,850.0,35000.0,Çankaya,Oran Mahallesi
Boş,Daire,21 Ve Üzeri,8,115,125,Bahçe Katı,Evet,Merkezi Doğalgaz,1,3+1,Var,2950.0,53000.0,Çankaya,Birlik Mahallesi
Boş,Daire,1,38,80,90,21.Kat,Hayır,Merkezi (Pay Ölçer),2,2+1,Var,3250.0,33000.0,Mamak,Ege Mahallesi
Boş,Daire,0 (Yeni),3,100,110,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,21000.0,Altındağ,Beşikkaya Mahallesi
Boş,Daire,0 (Yeni),14,37,45,9.Kat,Hayır,Merkezi Doğalgaz,1,1+1,Var,1000.0,15000.0,Çubuk,Yenice Mahallesi
Boş,Daire,16-20,3,100,120,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,21000.0,Mamak,Misket Mahallesi
Boş,Daire,5-10,7,85,95,5.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,31000.0,Gölbaşı,Karşıyaka Mahallesi
Boş,Daire,21 Ve Üzeri,3,115,125,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,25000.0,Mamak,Cengizhan Mahallesi
Boş,Daire,0 (Yeni),14,70,80,10.Kat,Evet,Merkezi (Pay Ölçer),1,2+1,Var,1000.0,23000.0,Etimesgut,Atayurt Mahallesi
Boş,Daire,21 Ve Üzeri,4,95,105,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,16500.0,Sincan,Pınarbaşı Mahallesi
Boş,Daire,4,3,85,105,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,23000.0,Çankaya,Seyranbağları Mahallesi
Boş,Daire,0 (Yeni),4,55,75,1.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,850.0,40000.0,Çankaya,Gaziosmanpaşa Mahallesi
Boş,Daire,11-15,4,115,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22500.0,Keçiören,Yayla Mahallesi
Boş,Daire,21 Ve Üzeri,3,85,90,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,30000.0,Keçiören,Aşağı Eğlence Mahallesi
Boş,Daire,21 Ve Üzeri,5,60,70,3.Kat,Evet,Merkezi Doğalgaz,1,1+1,Var,1000.0,23000.0,Etimesgut,Tunahan Mahallesi
Boş,Daire,5-10,4,135,155,4.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,200.0,30500.0,Keçiören,Yükseltepe Mahallesi
Boş,Daire,0 (Yeni),3,65,75,3.Kat,Hayır,Kombi Doğalgaz,1,2.5+1,Var,500.0,45000.0,Yenimahalle,Güventepe Mahallesi
Boş,Daire,2,12,135,150,6.Kat,Evet,Merkezi (Pay Ölçer),2,3+1,Var,500.0,45000.0,Altındağ,Güneşevler Mahallesi
Boş,Daire,16-20,4,100,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,16500.0,Keçiören,19 Mayıs Mahallesi
Boş,Daire,16-20,3,120,130,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,24000.0,Keçiören,Yayla Mahallesi
Boş,Daire,11-15,12,100,110,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,1100.0,29750.0,Etimesgut,Ahi Mesut Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,18000.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,16-20,3,110,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,26000.0,Etimesgut,Topçu Mahallesi
Boş,Daire,0 (Yeni),15,148,160,11.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,725.0,40000.0,Mamak,Akşemsettin Mahallesi
Boş,Daire,2,3,55,60,3.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,100.0,15000.0,Çubuk,Esenboğa Merkez Mahallesi
Boş,Daire,21 Ve Üzeri,5,125,135,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,19000.0,Sincan,Tandoğan Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,48000.0,Çankaya,Ayrancı Mahallesi
Boş,Daire,0 (Yeni),4,45,50,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,1+1,Var,850.0,24000.0,Çankaya,Fakülteler Mahallesi
Boş,Daire,5-10,4,100,110,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,35000.0,Çankaya,Fakülteler Mahallesi
Boş,Daire,16-20,4,85,100,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,15500.0,Keçiören,Osmangazi Mahallesi
Boş,Daire,21 Ve Üzeri,4,90,110,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,300.0,25000.0,Çankaya,Fidanlık Mahallesi
Boş,Daire,0 (Yeni),12,145,160,Kot 2 (-2).Kat,Evet,Kombi Doğalgaz,2,3+1,Var,725.0,36000.0,Mamak,Akşemsettin Mahallesi
Boş,Daire,11-15,4,150,160,2.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,100.0,20000.0,Polatlı,Gazi Mahallesi
Boş,Daire,11-15,4,85,95,1.Kat,Evet,Merkezi (Pay Ölçer),1,2+1,Var,275.0,27000.0,Gölbaşı,Eymir Mahallesi
Boş,Daire,11-15,8,120,135,3.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,22000.0,Keçiören,Güçlükaya Mahallesi
Boş,Daire,4,3,40,45,Yüksek Giriş,Hayır,Yerden Isıtma,1,1+1,Var,850.0,26500.0,Çankaya,Konutkent Mahallesi
Boş,Daire,21 Ve Üzeri,3,90,100,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,26000.0,Çankaya,Harbiye Mahallesi
Boş,Daire,16-20,3,130,150,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,31500.0,Çankaya,Birlik Mahallesi
Boş,Daire,1,4,75,85,3.Kat,Hayır,Merkezi (Pay Ölçer),1,2+1,Var,200.0,40000.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,120,2.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,850.0,30000.0,Çankaya,Bahçelievler Mahallesi
Boş,Daire,16-20,4,85,90,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,18500.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,11-15,3,225,240,3.Kat,Hayır,Kombi Doğalgaz,3,5+1,Var,200.0,28000.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,5-10,3,120,125,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,Ufuktepe Mahallesi
Kiracı Oturuyor,Müstakil Ev,21 Ve Üzeri,3,150,185,2.Kat,Evet,Kombi Doğalgaz,2,3+2,Var,650.0,36000.0,Yenimahalle,Uğur Mumcu Mahallesi
Boş,Daire,21 Ve Üzeri,5,115,120,3.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,650.0,36500.0,Yenimahalle,Ergazi Mahallesi
Kiracı Oturuyor,Daire,21 Ve Üzeri,3,100,110,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,50.0,19000.0,Altındağ,Örnek Mahallesi
Boş,Daire,21 Ve Üzeri,4,95,105,4.Kat,Hayır,Merkezi (Pay Ölçer),2,2+1,Var,850.0,39000.0,Çankaya,Alacaatlı Mahallesi
Boş,Daire,5-10,14,120,145,1.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,21500.0,Altındağ,Feridun Çelik Mahallesi
Boş,Daire,0 (Yeni),4,45,55,1.Kat,Hayır,Yerden Isıtma,1,1+1,Var,500.0,30000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,250.0,27000.0,Çankaya,Tınaztepe Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,125,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,18000.0,Pursaklar,Fatih Mahallesi
Boş,Daire,16-20,5,85,90,Kot 2 (-2).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,100.0,16000.0,Pursaklar,Ayyıldız Mahallesi
Boş,Daire,16-20,2,125,130,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,24900.0,Etimesgut,Kazım Karabekir Mahallesi
Boş,Daire,11-15,3,105,115,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,23500.0,Etimesgut,Piyade Mahallesi
Boş,Daire,11-15,6,100,110,6.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,24000.0,Yenimahalle,Kaletepe Mahallesi
Boş,Daire,11-15,6,130,140,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,28000.0,Yenimahalle,Kaletepe Mahallesi
Boş,Daire,0 (Yeni),4,70,100,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,250.0,16000.0,Çubuk,Yıldırım Beyazıt Mahallesi
Boş,Daire,0 (Yeni),4,52,65,Çatı Katı,Hayır,Kombi Doğalgaz,1,1+1,Var,200.0,14000.0,Çubuk,Yıldırım Beyazıt Mahallesi
Boş,Daire,11-15,10,224,255,1.Kat,Evet,Merkezi (Pay Ölçer),2,3+1,Var,2950.0,78000.0,Çankaya,Kırkkonaklar Mahallesi
Boş,Daire,21 Ve Üzeri,3,95,100,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,26000.0,Çankaya,Çamlıtepe Mahallesi
Boş,Daire,2,3,90,100,1.Kat,Hayır,Yerden Isıtma,1,3+1,Var,300.0,34000.0,Altındağ,Aydınlıkevler Mahallesi
